mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.1475521723429363,0.09132927571029054,0.12391273180643718,0.007723174212424746,0.5,0,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'winsorizer__limits': (0.0, 1.0)}",0.5028559771521828,0.5006237006237007,0.4642782317200922,0.4892526364986585,0.017683069777947893,1
