,feature,importance
289,percent_pareto_interactions__allweek__night__text,-0.19701541779024473
290,percent_pareto_interactions__weekday__night__call,0.09226762473590175
291,percent_pareto_interactions__weekday__night__text,-0.009793513381646721
292,percent_pareto_interactions__weekend__day__call,0.009679505696622565
293,percent_pareto_interactions__weekend__day__text,-0.20111208327503852
294,percent_pareto_interactions__weekend__night__call,-0.16425730702819605
295,percent_pareto_interactions__weekend__night__text,-0.19761950602948566
296,percent_pareto_durations__weekday__allday__call,0.1967868364748727
297,percent_pareto_durations__weekday__day__call,-0.16226094326639884
298,percent_pareto_durations__weekday__night__call,-0.046587665355238866
299,percent_pareto_durations__weekend__night__call,0.011956426195911874
300,number_of_interactions__allweek__day__call,0.011576997202715053
301,number_of_interactions__allweek__day__text,0.09067436763702037
302,number_of_interactions__weekday__allday__call,-0.08335770586544401
303,number_of_interactions__weekday__day__call,-0.13817090420716993
304,number_of_interactions__weekday__day__text,-0.14210006795207175
305,number_of_interactions__weekday__night__text,-0.15004085646230522
306,number_of_interactions__weekend__allday__call,0.1318442112213868
307,number_of_interactions__weekend__day__call,-0.10108969021563807
308,number_of_interaction_in__allweek__allday__call,0.11292982673068969
309,number_of_interaction_in__allweek__day__text,-0.3272462504617688
310,number_of_interaction_in__allweek__night__text,-0.054430506285185885
311,number_of_interaction_in__weekday__allday__text,-0.3230146752351542
312,number_of_interaction_in__weekday__day__call,0.11083046998661665
313,number_of_interaction_in__weekday__day__text,0.12607258523634754
314,number_of_interaction_in__weekday__night__text,-0.09409442899249666
315,number_of_interaction_in__weekend__allday__call,0.14547451393303681
316,number_of_interaction_in__weekend__day__call,0.1369269934411148
317,number_of_interaction_in__weekend__day__text,0.2324233687422681
318,number_of_interaction_out__allweek__allday__call,0.020395494480681373
319,number_of_interaction_out__allweek__allday__text,-0.035871594828644875
320,number_of_interaction_out__allweek__day__call,0.09877763111146455
321,number_of_interaction_out__allweek__day__text,0.18154088315022368
322,number_of_interaction_out__allweek__night__text,-0.19151528046053792
323,number_of_interaction_out__weekday__allday__call,-0.05629939138090893
324,number_of_interaction_out__weekday__day__call,0.001537105508355451
325,number_of_interaction_out__weekday__day__text,0.005092600192733035
326,number_of_interaction_out__weekday__night__call,-0.16806037960005502
327,number_of_interaction_out__weekend__allday__call,-0.0011323469854900273
328,number_of_interaction_out__weekend__day__call,-0.2795093666790998
329,number_of_interaction_out__weekend__night__text,0.07231449197171567
330,number_of_antennas__allweek__allday,-0.16824711242720553
331,number_of_antennas__allweek__day,-0.15751484353343723
332,number_of_antennas__allweek__night,-0.1835630513147957
333,number_of_antennas__weekday__allday,0.05958498636888342
334,number_of_antennas__weekday__day,0.1751295297692468
335,number_of_antennas__weekday__night,0.01710140518408905
336,number_of_antennas__weekend__night,0.11365353815190773
337,entropy_of_antennas__allweek__allday,0.32026691118845396
338,entropy_of_antennas__weekday__day,0.19546452931192915
339,entropy_of_antennas__weekday__night,-0.0017475838167368655
340,entropy_of_antennas__weekend__night,0.2267024501808119
341,percent_at_home__weekday__allday,0.014950010339737769
342,percent_at_home__weekday__day,-0.04068485102378624
343,percent_at_home__weekend__night,-0.11487143694921387
344,radius_of_gyration__allweek__allday,-0.3450019091830089
345,radius_of_gyration__allweek__night,0.4110393302029319
346,radius_of_gyration__weekday__day,-0.12206056871854966
347,radius_of_gyration__weekday__night,0.07699910852306502
348,radius_of_gyration__weekend__allday,-0.11350144971104222
349,radius_of_gyration__weekend__day,-0.13004606046914002
350,radius_of_gyration__weekend__night,-0.22983002205534656
351,frequent_antennas__weekday__day,-0.016076680262146606
352,frequent_antennas__weekday__night,-0.05543864623119799
353,frequent_antennas__weekend__day,0.08450469913133155
354,frequent_antennas__weekend__night,-0.15137720451589123
355,churn_rate__std,0.014841991723121704
356,amount_recharges__allweek__allday__median,-0.07654746413475291
357,amount_recharges__allweek__allday__skewness,-0.21775348777802883
358,amount_recharges__allweek__day__mean,-0.18756032280350193
359,amount_recharges__allweek__day__std,-0.020466200782811257
360,amount_recharges__allweek__day__skewness,-0.06813384085762272
361,amount_recharges__allweek__day__kurtosis,0.0799726262637706
