mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.4407285054524739,0.14893348272739362,0.12158457438151042,0.0023402025989570506,0.5,0,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'winsorizer__limits': (0.0, 1.0)}",-0.2630006429783809,-0.20196316799030267,-0.19071284704997327,-0.21855888600621895,0.03175893315163081,1
