mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_model__alpha,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.2504510084788005,0.22008611315580057,0.20225183169047037,0.05644814436029153,0.5,0.1,1,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0.1, 'model__alpha': 1, 'winsorizer__limits': (0.0, 1.0)}",-1.501764189471011e-05,-0.0013377732758383942,-0.0012467736436425625,-0.0008665215204585556,0.0006032491882419726,1
