mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_model__max_depth,param_model__n_estimators,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
3.336084763209025,0.014350609372591186,0.4004209836324056,0.026641068163904907,0.5,0,2,50,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'model__max_depth': 2, 'model__n_estimators': 50, 'winsorizer__limits': (0.0, 1.0)}",-0.04718450120578366,-0.004415049786169911,-0.03780578736772089,-0.02980177945322482,0.018354919426049644,1
