mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_model__alpha,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.4958763122558594,0.10503693159535539,0.3344864050547282,0.031343249380644034,0.5,0.1,1,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0.1, 'model__alpha': 1, 'winsorizer__limits': (0.0, 1.0)}",-0.0134618550721608,-0.04763513184109569,-0.010104464503054134,-0.023733817138770208,0.01695627025091469,1
