mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_model__alpha,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.1975123087565105,0.20070821068556374,0.17695124944051108,0.034688143025324664,0.5,0.1,1,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0.1, 'model__alpha': 1, 'winsorizer__limits': (0.0, 1.0)}",-0.015250695690661065,-0.0003232462439690664,-0.02076667296598589,-0.01211353830020534,0.008635768307992293,1
