mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_model__max_depth,param_model__n_estimators,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.748904784520467,0.22279290582666286,0.2934550444285075,0.07196041470854905,0.5,0,2,50,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'model__max_depth': 2, 'model__n_estimators': 50, 'winsorizer__limits': (0.0, 1.0)}",-0.041854572191365236,0.008486461430480263,-0.012320273709515606,-0.015229461490133525,0.020654336859944892,1
