mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_dropmissing__threshold,param_dropmissing__variance_threshold,param_winsorizer__limits,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
1.3624540170033772,0.13503576846382384,0.16257500648498535,0.039077495398562256,0.5,0,"(0.0, 1.0)","{'dropmissing__threshold': 0.5, 'dropmissing__variance_threshold': 0, 'winsorizer__limits': (0.0, 1.0)}",-0.3546668890782585,-0.3532811155962061,-0.24805950930923082,-0.31866917132789846,0.049931775920274445,1
